 input file is 
10um-10nm-1000F.inp           
 input file comments follow:
*****************************************************
10um host, 100nm rim, 10nm Fe x 1000 FIXED
*****************************************************
 number of processors:
  11
 input parameters for run number 
    1
 number of spheres, volume size parameter:
 1002  0.45777E+02
 position file:
                                                            
 output file:
dat/700nm.dat                                               
 length, ref. indx. scale factors:
   0.009   1.000   1.000
 chiral factors:
  0.00000E+00  0.00000E+00
 scattering matrix directions based on incident frame
 automatic scattering angle calculation
 thetamin, thetamax:
      0.0    180.0
 phimin, phimax:
      0.0      0.0
 number scattering angles:
      181
 epsmie, epssoln, max number iterations:
  0.1000E-05  0.1000E-07 5000
 medium refractive index:
  1.0000  0.0000
 target euler rotation angles:
    0.0000    0.0000    0.0000
 far field kr, iterations/correction:
  0.1000E+09   20
 plane wave incidence
 fixed orientation calculations
 incident azimuth and polar angles:
     0.000     0.000
 common expansion epsilon:
  0.1000E-05
 scattering coefficients calculated, stored in file 
sc/700nm.sc.dat                                             
 calculation results for run 
    1
 sphere host   ka     x-x(host) y-y(host) z-z(host)  Re(m)     Im(m)      Qext         Qsca        Qabs         Qabs(V)
  172    2    0.0449   20.5292  -21.4671   34.0030  3.428230  3.399010  0.00000E+00  0.11151E-06  0.10932E-03  0.10932E-03
  173    2    0.0449   19.7452   38.3589   13.5340  3.428230  3.399010  0.00000E+00  0.41745E-05  0.40924E-02  0.40924E-02
  174    2    0.0449  -11.4080  -18.9369   39.8753  3.428230  3.399010  0.00000E+00  0.28533E-07  0.27806E-04  0.27806E-04
  175    2    0.0449   31.1498  -18.6458  -27.0309  3.428230  3.399010  0.00000E+00  0.10950E-03  0.10739E+00  0.10739E+00
  176    2    0.0449   -3.7397    9.6372  -43.9381  3.428230  3.399010  0.00000E+00  0.18084E-03  0.17725E+00  0.17725E+00
  177    2    0.0449   28.1503  -13.5361   33.0332  3.428230  3.399010  0.00000E+00  0.13172E-06  0.12929E-03  0.12929E-03
  178    2    0.0449   16.1348  -39.2703   16.0752  3.428230  3.399010  0.00000E+00  0.27120E-05  0.26602E-02  0.26602E-02
  179    2    0.0449    2.8460    9.7762  -43.8791  3.428230  3.399010  0.00000E+00  0.18934E-03  0.18554E+00  0.18554E+00
  180    2    0.0449   -9.5595  -29.2033   32.8079  3.428230  3.399010  0.00000E+00  0.16761E-06  0.16416E-03  0.16416E-03
  181    2    0.0449   23.4692  -11.8089   36.5276  3.428230  3.399010  0.00000E+00  0.79810E-07  0.78245E-04  0.78245E-04
  182    2    0.0449  -15.5531  -38.5750  -17.4568  3.428230  3.399010  0.00000E+00  0.79202E-04  0.77641E-01  0.77641E-01
  183    2    0.0449  -34.7346   28.9498    0.7457  3.428230  3.399010  0.00000E+00  0.19405E-04  0.19030E-01  0.19030E-01
  184    2    0.0449  -11.0010  -43.8498    2.2746  3.428230  3.399010  0.00000E+00  0.16305E-04  0.15989E-01  0.15989E-01
  185    2    0.0449   14.9658   11.4741  -40.9511  3.428230  3.399010  0.00000E+00  0.17567E-03  0.17218E+00  0.17218E+00
  186    2    0.0449   32.4177  -23.8644   20.3944  3.428230  3.399010  0.00000E+00  0.14911E-05  0.14621E-02  0.14621E-02
  187    2    0.0449    9.7784   37.9794  -23.0125  3.428230  3.399010  0.00000E+00  0.82148E-04  0.80637E-01  0.80637E-01
  188    2    0.0449   31.7781   27.9474  -16.3393  3.428230  3.399010  0.00000E+00  0.65026E-04  0.63796E-01  0.63796E-01
  189    2    0.0449   -1.3981   37.2212   25.4603  3.428230  3.399010  0.00000E+00  0.61931E-06  0.60739E-03  0.60739E-03
  190    2    0.0449   26.9005  -22.7943   28.7273  3.428230  3.399010  0.00000E+00  0.31567E-06  0.30984E-03  0.30984E-03
  191    2    0.0449  -15.6782  -34.4910  -24.2493  3.428230  3.399010  0.00000E+00  0.11192E-03  0.10968E+00  0.10968E+00
  192    2    0.0449  -19.2711   41.1406    2.6812  3.428230  3.399010  0.00000E+00  0.13969E-04  0.13706E-01  0.13706E-01
  193    2    0.0449  -14.2232   42.8300   -0.8766  3.428230  3.399010  0.00000E+00  0.23518E-04  0.23056E-01  0.23056E-01
  194    2    0.0449    8.4869   33.3759   29.6279  3.428230  3.399010  0.00000E+00  0.28004E-06  0.27432E-03  0.27432E-03
  195    2    0.0449  -18.4596  -39.2547   13.1328  3.428230  3.399010  0.00000E+00  0.42451E-05  0.41626E-02  0.41626E-02
  196    2    0.0449   25.3119   20.0809  -31.9342  3.428230  3.399010  0.00000E+00  0.11251E-03  0.11042E+00  0.11042E+00
  197    2    0.0449  -14.7568  -27.1106  -32.9905  3.428230  3.399010  0.00000E+00  0.13820E-03  0.13551E+00  0.13551E+00
  198    2    0.0449   37.5501  -13.9308   21.2100  3.428230  3.399010  0.00000E+00  0.12460E-05  0.12220E-02  0.12220E-02
  199    2    0.0449   27.2174  -31.1772   18.3289  3.428230  3.399010  0.00000E+00  0.20079E-05  0.19695E-02  0.19695E-02
  200    2    0.0449    9.7052  -19.8461   39.5480  3.428230  3.399010  0.00000E+00  0.20734E-07  0.20424E-04  0.20424E-04
  201    2    0.0449  -11.2207    2.8184   44.1099  3.428230  3.399010  0.00000E+00  0.44709E-07  0.43332E-04  0.43332E-04
  202    2    0.0449    8.5971   41.5868  -15.5083  3.428230  3.399010  0.00000E+00  0.68072E-04  0.66746E-01  0.66746E-01
  203    2    0.0449    2.8980  -31.0194  -32.9067  3.428230  3.399010  0.00000E+00  0.12553E-03  0.12316E+00  0.12316E+00
  204    2    0.0449  -16.0124    0.7081  -42.1004  3.428230  3.399010  0.00000E+00  0.18272E-03  0.17906E+00  0.17906E+00
  205    2    0.0449   20.2097   37.1557  -16.3738  3.428230  3.399010  0.00000E+00  0.65525E-04  0.64282E-01  0.64282E-01
  206    2    0.0449    1.3419   20.3471   40.3043  3.428230  3.399010  0.00000E+00  0.40952E-07  0.39625E-04  0.39625E-04
  207    2    0.0449  -17.0565   35.9462   21.4199  3.428230  3.399010  0.00000E+00  0.12580E-05  0.12334E-02  0.12334E-02
  208    2    0.0449    5.0825   15.2392   42.5000  3.428230  3.399010  0.00000E+00  0.10395E-07  0.10564E-04  0.10564E-04
  209    2    0.0449    6.2961   -3.8588   44.6696  3.428230  3.399010  0.00000E+00  0.40548E-07  0.39661E-04  0.39661E-04
  210    2    0.0449    1.6314  -12.7215   43.1929  3.428230  3.399010  0.00000E+00  0.50796E-07  0.49620E-04  0.49620E-04
  211    2    0.0449   40.6659   18.8486   -7.8499  3.428230  3.399010  0.00000E+00  0.35392E-04  0.34735E-01  0.34735E-01
  212    2    0.0449   -8.5176   -4.3049   44.4882  3.428230  3.399010  0.00000E+00  0.49222E-07  0.48417E-04  0.48417E-04
  213    2    0.0449   38.8252  -12.3459  -19.4051  3.428230  3.399010  0.00000E+00  0.86601E-04  0.84904E-01  0.84904E-01
  214    2    0.0449   -1.5351  -45.2171    0.3844  3.428230  3.399010  0.00000E+00  0.19949E-04  0.19563E-01  0.19563E-01
  215    2    0.0449  -41.7982    3.1912   16.9149  3.428230  3.399010  0.00000E+00  0.25639E-05  0.25129E-02  0.25129E-02
  216    2    0.0449  -38.5934    3.2197  -24.0233  3.428230  3.399010  0.00000E+00  0.80583E-04  0.79136E-01  0.79136E-01
  217    2    0.0449   -7.6550   18.6600   40.8930  3.428230  3.399010  0.00000E+00  0.34003E-07  0.32897E-04  0.32897E-04
  218    2    0.0449  -33.6486  -27.7019   12.3808  3.428230  3.399010  0.00000E+00  0.47263E-05  0.46356E-02  0.46356E-02
  219    2    0.0449  -12.0150  -30.3381  -31.6063  3.428230  3.399010  0.00000E+00  0.11157E-03  0.10950E+00  0.10950E+00
  220    2    0.0449    8.6535  -44.4146   -4.0703  3.428230  3.399010  0.00000E+00  0.27327E-04  0.26813E-01  0.26813E-01
  221    2    0.0449   44.9414   -4.6618    0.3477  3.428230  3.399010  0.00000E+00  0.20527E-04  0.20126E-01  0.20126E-01
  222    2    0.0449   45.1280    1.0360    1.0103  3.428230  3.399010  0.00000E+00  0.19440E-04  0.19059E-01  0.19059E-01
  223    2    0.0449   12.8655  -42.8914   -5.6256  3.428230  3.399010  0.00000E+00  0.35911E-04  0.35208E-01  0.35208E-01
  224    2    0.0449  -44.1390    4.5411    9.8827  3.428230  3.399010  0.00000E+00  0.61940E-05  0.60770E-02  0.60770E-02
  225    2    0.0449   32.0789  -15.4467   28.3261  3.428230  3.399010  0.00000E+00  0.33918E-06  0.33304E-03  0.33304E-03
  226    2    0.0449  -22.7687  -15.5679  -35.8118  3.428230  3.399010  0.00000E+00  0.14629E-03  0.14345E+00  0.14345E+00
  227    2    0.0449   20.1964  -39.7956   -8.4962  3.428230  3.399010  0.00000E+00  0.38599E-04  0.37875E-01  0.37875E-01
  228    2    0.0449   14.5826    0.9247   43.0247  3.428230  3.399010  0.00000E+00  0.32182E-07  0.31133E-04  0.31133E-04
  229    2    0.0449   -6.9790  -40.7892   19.0880  3.428230  3.399010  0.00000E+00  0.16218E-05  0.15913E-02  0.15913E-02
  230    2    0.0449   -3.3358   44.8747   -2.9500  3.428230  3.399010  0.00000E+00  0.28947E-04  0.28378E-01  0.28378E-01
  231    2    0.0449   20.4413  -23.9294   33.0825  3.428230  3.399010  0.00000E+00  0.13083E-06  0.12862E-03  0.12862E-03
  232    2    0.0449   -3.5250  -16.3070  -42.2239  3.428230  3.399010  0.00000E+00  0.14252E-03  0.13988E+00  0.13988E+00
  233    2    0.0449   10.6629   13.1764  -41.8714  3.428230  3.399010  0.00000E+00  0.17008E-03  0.16675E+00  0.16675E+00
  234    2    0.0449  -11.5991   41.4467  -15.1343  3.428230  3.399010  0.00000E+00  0.52937E-04  0.51980E-01  0.51980E-01
  235    2    0.0449  -24.3998  -24.2714   29.7189  3.428230  3.399010  0.00000E+00  0.27157E-06  0.26613E-03  0.26613E-03
  236    2    0.0449  -26.5135  -26.5006   25.5063  3.428230  3.399010  0.00000E+00  0.59291E-06  0.58134E-03  0.58134E-03
  237    2    0.0449  -37.6134   19.7973   14.7375  3.428230  3.399010  0.00000E+00  0.36754E-05  0.36039E-02  0.36039E-02
  238    2    0.0449   44.7384   -3.3508   -3.7647  3.428230  3.399010  0.00000E+00  0.31726E-04  0.31098E-01  0.31098E-01
  239    2    0.0449    4.1384   45.0701    2.6823  3.428230  3.399010  0.00000E+00  0.15114E-04  0.14824E-01  0.14824E-01
  240    2    0.0449   -2.2997   36.4016   26.6246  3.428230  3.399010  0.00000E+00  0.52279E-06  0.51260E-03  0.51260E-03
  241    2    0.0449   -2.7668   40.0142  -21.2766  3.428230  3.399010  0.00000E+00  0.80079E-04  0.78577E-01  0.78577E-01
  242    2    0.0449   18.1968  -41.7227    0.8106  3.428230  3.399010  0.00000E+00  0.16744E-04  0.16434E-01  0.16434E-01
  243    2    0.0449    7.9769   43.2324   10.1769  3.428230  3.399010  0.00000E+00  0.67465E-05  0.66149E-02  0.66149E-02
  244    2    0.0449   -9.8933   27.4144   34.4750  3.428230  3.399010  0.00000E+00  0.93002E-07  0.91448E-04  0.91448E-04
  245    2    0.0449   14.0173  -42.7338   -6.4969  3.428230  3.399010  0.00000E+00  0.33089E-04  0.32470E-01  0.32470E-01
  246    2    0.0449  -14.8350   32.0760   28.3670  3.428230  3.399010  0.00000E+00  0.34697E-06  0.34057E-03  0.34057E-03
  247    2    0.0449    0.7733   41.6329   17.6823  3.428230  3.399010  0.00000E+00  0.22374E-05  0.21939E-02  0.21939E-02
  248    2    0.0449    1.3347   32.6083   31.1564  3.428230  3.399010  0.00000E+00  0.23137E-06  0.22660E-03  0.22660E-03
  249    2    0.0449   42.4807    9.0081  -13.1702  3.428230  3.399010  0.00000E+00  0.54001E-04  0.52976E-01  0.52976E-01
  250    2    0.0449   36.7229   14.1311   22.1571  3.428230  3.399010  0.00000E+00  0.11302E-05  0.11080E-02  0.11080E-02
  251    2    0.0449   35.5131   25.7240  -12.3217  3.428230  3.399010  0.00000E+00  0.46634E-04  0.45777E-01  0.45777E-01
  252    2    0.0449    8.4036   43.4834   -8.4041  3.428230  3.399010  0.00000E+00  0.45405E-04  0.44512E-01  0.44512E-01
  253    2    0.0449   30.2470    7.5988   32.5575  3.428230  3.399010  0.00000E+00  0.15087E-06  0.14807E-03  0.14807E-03
  254    2    0.0449   10.3341   26.5254  -35.1192  3.428230  3.399010  0.00000E+00  0.14340E-03  0.14061E+00  0.14061E+00
  255    2    0.0449    3.2740  -30.9825   33.2699  3.428230  3.399010  0.00000E+00  0.12380E-06  0.12173E-03  0.12173E-03
  256    2    0.0449   28.0488   24.3069  -25.7193  3.428230  3.399010  0.00000E+00  0.11123E-03  0.10905E+00  0.10905E+00
  257    2    0.0449  -42.5869   13.8943    7.5577  3.428230  3.399010  0.00000E+00  0.83760E-05  0.82174E-02  0.82174E-02
  258    2    0.0449   -3.9589  -44.9198   -5.8297  3.428230  3.399010  0.00000E+00  0.30924E-04  0.30349E-01  0.30349E-01
  259    2    0.0449    0.1869   38.6572  -23.3961  3.428230  3.399010  0.00000E+00  0.10017E-03  0.98211E-01  0.98211E-01
  260    2    0.0449    7.3925   42.2518  -14.5666  3.428230  3.399010  0.00000E+00  0.61376E-04  0.60198E-01  0.60198E-01
  261    2    0.0449  -27.8984   31.0417  -17.1843  3.428230  3.399010  0.00000E+00  0.77175E-04  0.75660E-01  0.75660E-01
  262    2    0.0449   17.6997   38.9275   15.4734  3.428230  3.399010  0.00000E+00  0.28738E-05  0.28199E-02  0.28199E-02
  263    2    0.0449   38.2301  -23.7584   -3.5736  3.428230  3.399010  0.00000E+00  0.29974E-04  0.29387E-01  0.29387E-01
  264    2    0.0449   43.5499    0.1169   12.3232  3.428230  3.399010  0.00000E+00  0.48501E-05  0.47567E-02  0.47567E-02
  265    2    0.0449   -6.4965  -30.7498  -32.7248  3.428230  3.399010  0.00000E+00  0.11964E-03  0.11741E+00  0.11741E+00
  266    2    0.0449   25.9149  -37.0432   -2.3254  3.428230  3.399010  0.00000E+00  0.25515E-04  0.25023E-01  0.25023E-01
  267    2    0.0449    1.1495  -24.9493  -37.8436  3.428230  3.399010  0.00000E+00  0.13784E-03  0.13527E+00  0.13527E+00
  268    2    0.0449   24.9490    4.6709   37.1965  3.428230  3.399010  0.00000E+00  0.66203E-07  0.64681E-04  0.64681E-04
  269    2    0.0449  -13.5315  -37.9474   20.7276  3.428230  3.399010  0.00000E+00  0.13486E-05  0.13231E-02  0.13231E-02
  270    2    0.0449  -14.4484   25.4041   34.9198  3.428230  3.399010  0.00000E+00  0.86275E-07  0.84704E-04  0.84704E-04
  271    2    0.0449   43.9067    3.3204  -10.9185  3.428230  3.399010  0.00000E+00  0.47236E-04  0.46338E-01  0.46338E-01
  272    2    0.0449    1.7440  -32.1880   31.8453  3.428230  3.399010  0.00000E+00  0.18886E-06  0.18484E-03  0.18484E-03
  273    2    0.0449  -38.4317   -0.6737  -24.0501  3.428230  3.399010  0.00000E+00  0.93238E-04  0.91473E-01  0.91473E-01
  274    2    0.0449  -30.0630    4.3336   33.7610  3.428230  3.399010  0.00000E+00  0.12815E-06  0.12529E-03  0.12529E-03
  275    2    0.0449    9.6696  -43.8148   -7.8273  3.428230  3.399010  0.00000E+00  0.34586E-04  0.33950E-01  0.33950E-01
  276    2    0.0449  -33.9976  -19.7450  -22.1248  3.428230  3.399010  0.00000E+00  0.98490E-04  0.96550E-01  0.96550E-01
  277    2    0.0449   38.0830   17.4148   17.0579  3.428230  3.399010  0.00000E+00  0.24893E-05  0.24395E-02  0.24395E-02
  278    2    0.0449  -19.6480    4.9735  -40.3103  3.428230  3.399010  0.00000E+00  0.17034E-03  0.16694E+00  0.16694E+00
  279    2    0.0449  -34.2504   29.8143   -1.7829  3.428230  3.399010  0.00000E+00  0.22236E-04  0.21818E-01  0.21818E-01
  280    2    0.0449  -41.0338   -5.3201  -18.5813  3.428230  3.399010  0.00000E+00  0.73079E-04  0.71696E-01  0.71696E-01
  281    2    0.0449   20.3823  -39.8419   -5.4317  3.428230  3.399010  0.00000E+00  0.35954E-04  0.35247E-01  0.35247E-01
  282    2    0.0449   40.2751   20.4785    1.5203  3.428230  3.399010  0.00000E+00  0.18075E-04  0.17723E-01  0.17723E-01
  283    2    0.0449   38.6629   23.7979   -1.6177  3.428230  3.399010  0.00000E+00  0.22073E-04  0.21655E-01  0.21655E-01
  284    2    0.0449   23.1134   10.1945  -37.5422  3.428230  3.399010  0.00000E+00  0.14725E-03  0.14440E+00  0.14440E+00
  285    2    0.0449    1.9635   -1.6196  -45.5883  3.428230  3.399010  0.00000E+00  0.13096E-03  0.12871E+00  0.12871E+00
  286    2    0.0449    0.0605  -44.5473    7.3691  3.428230  3.399010  0.00000E+00  0.95509E-05  0.93650E-02  0.93650E-02
  287    2    0.0449   -7.8088  -39.6943  -20.3276  3.428230  3.399010  0.00000E+00  0.83480E-04  0.81876E-01  0.81876E-01
  288    2    0.0449   13.4418  -20.8155  -37.6073  3.428230  3.399010  0.00000E+00  0.16636E-03  0.16303E+00  0.16303E+00
  289    2    0.0449    9.3580   24.3661  -36.9874  3.428230  3.399010  0.00000E+00  0.14335E-03  0.14057E+00  0.14057E+00
  290    2    0.0449  -20.3585  -14.8285  -37.6975  3.428230  3.399010  0.00000E+00  0.13794E-03  0.13535E+00  0.13535E+00
  291    2    0.0449  -39.2007   -5.1937   21.8919  3.428230  3.399010  0.00000E+00  0.11710E-05  0.11483E-02  0.11483E-02
  292    2    0.0449   -2.3090   45.2968    4.1391  3.428230  3.399010  0.00000E+00  0.11779E-04  0.11562E-01  0.11562E-01
  293    2    0.0449    8.0298   21.2830   39.2168  3.428230  3.399010  0.00000E+00  0.41626E-07  0.40357E-04  0.40357E-04
  294    2    0.0449  -31.2227  -29.7701   14.2928  3.428230  3.399010  0.00000E+00  0.34522E-05  0.33862E-02  0.33862E-02
  295    2    0.0449   34.7763   26.6964  -11.3579  3.428230  3.399010  0.00000E+00  0.50741E-04  0.49765E-01  0.49765E-01
  296    2    0.0449    5.2741  -44.8342    0.1528  3.428230  3.399010  0.00000E+00  0.21239E-04  0.20825E-01  0.20825E-01
  297    2    0.0449   18.7319  -23.8673   33.5541  3.428230  3.399010  0.00000E+00  0.14338E-06  0.14028E-03  0.14028E-03
  298    2    0.0449   16.2923   39.7827  -14.0485  3.428230  3.399010  0.00000E+00  0.62005E-04  0.60803E-01  0.60803E-01
  299    2    0.0449   17.0529   41.7753   -4.4740  3.428230  3.399010  0.00000E+00  0.29647E-04  0.29081E-01  0.29081E-01
  300    2    0.0449   10.0649   44.1312   -3.0633  3.428230  3.399010  0.00000E+00  0.25917E-04  0.25424E-01  0.25424E-01
  301    2    0.0449  -32.7096   20.2357  -24.2914  3.428230  3.399010  0.00000E+00  0.85151E-04  0.83589E-01  0.83589E-01
  302    2    0.0449   19.2408   29.6530   28.7550  3.428230  3.399010  0.00000E+00  0.30869E-06  0.30310E-03  0.30310E-03
  303    2    0.0449   43.4334   11.2475   -3.9035  3.428230  3.399010  0.00000E+00  0.32006E-04  0.31374E-01  0.31374E-01
  304    2    0.0449  -39.5004   21.8118   -4.4455  3.428230  3.399010  0.00000E+00  0.29574E-04  0.29011E-01  0.29011E-01
  305    2    0.0449   -9.4557   26.0865   36.0134  3.428230  3.399010  0.00000E+00  0.78771E-07  0.76943E-04  0.76943E-04
  306    2    0.0449    7.7224   43.4016  -10.8200  3.428230  3.399010  0.00000E+00  0.46220E-04  0.45348E-01  0.45348E-01
  307    2    0.0449   18.2286   36.5382  -20.3644  3.428230  3.399010  0.00000E+00  0.68044E-04  0.66823E-01  0.66823E-01
  308    2    0.0449  -41.4272   13.1357   13.1303  3.428230  3.399010  0.00000E+00  0.41185E-05  0.40404E-02  0.40404E-02
  309    2    0.0449  -39.8012   20.4330   -5.0680  3.428230  3.399010  0.00000E+00  0.35418E-04  0.34720E-01  0.34720E-01
  310    2    0.0449   -1.9802   -1.7709   45.3162  3.428230  3.399010  0.00000E+00  0.35994E-06  0.35579E-03  0.35579E-03
  311    2    0.0449   33.2379  -12.8514   28.0616  3.428230  3.399010  0.00000E+00  0.36655E-06  0.35964E-03  0.35964E-03
  312    2    0.0449   36.1154  -27.6655    0.9133  3.428230  3.399010  0.00000E+00  0.16743E-04  0.16432E-01  0.16432E-01
  313    2    0.0449  -12.3639   19.3894   38.8611  3.428230  3.399010  0.00000E+00  0.52372E-07  0.50974E-04  0.50974E-04
  314    2    0.0449   43.9553  -10.9225   -3.3533  3.428230  3.399010  0.00000E+00  0.25945E-04  0.25454E-01  0.25454E-01
  315    2    0.0449   25.1976    6.4181  -36.9202  3.428230  3.399010  0.00000E+00  0.15459E-03  0.15153E+00  0.15153E+00
  316    2    0.0449   15.8743   12.9615   40.3457  3.428230  3.399010  0.00000E+00  0.43753E-07  0.42601E-04  0.42601E-04
  317    2    0.0449   17.0533  -33.2535  -25.8519  3.428230  3.399010  0.00000E+00  0.92877E-04  0.91160E-01  0.91160E-01
  318    2    0.0449    0.1935   -1.6759   45.6329  3.428230  3.399010  0.00000E+00  0.24694E-05  0.24294E-02  0.24294E-02
  319    2    0.0449   38.9886  -11.2394   19.8588  3.428230  3.399010  0.00000E+00  0.16287E-05  0.15969E-02  0.15969E-02
  320    2    0.0449  -32.4526  -30.2200    7.9824  3.428230  3.399010  0.00000E+00  0.90971E-05  0.89190E-02  0.89190E-02
  321    2    0.0449  -28.8493   34.6357    4.6807  3.428230  3.399010  0.00000E+00  0.12278E-04  0.12043E-01  0.12043E-01
  322    2    0.0449   32.7110   30.2215    8.0598  3.428230  3.399010  0.00000E+00  0.84682E-05  0.83046E-02  0.83046E-02
  323    2    0.0449  -41.8566    8.7683  -14.2175  3.428230  3.399010  0.00000E+00  0.67092E-04  0.65772E-01  0.65772E-01
  324    2    0.0449   11.5793  -39.8876  -18.5383  3.428230  3.399010  0.00000E+00  0.67384E-04  0.66141E-01  0.66141E-01
  325    2    0.0449  -17.0355  -41.0915    9.6183  3.428230  3.399010  0.00000E+00  0.62720E-05  0.61556E-02  0.61556E-02
  326    2    0.0449   31.8126   31.1689   -8.3162  3.428230  3.399010  0.00000E+00  0.40791E-04  0.40008E-01  0.40008E-01
  327    2    0.0449   23.9478   31.4781  -22.5440  3.428230  3.399010  0.00000E+00  0.79714E-04  0.78286E-01  0.78286E-01
  328    2    0.0449  -37.6930   20.4700  -14.1931  3.428230  3.399010  0.00000E+00  0.64059E-04  0.62810E-01  0.62810E-01
  329    2    0.0449   -8.0509  -43.0452  -10.5898  3.428230  3.399010  0.00000E+00  0.53476E-04  0.52421E-01  0.52421E-01
  330    2    0.0449   21.1500    4.1692   40.0395  3.428230  3.399010  0.00000E+00  0.20786E-07  0.20714E-04  0.20714E-04
  331    2    0.0449   13.8227  -39.6765   16.3581  3.428230  3.399010  0.00000E+00  0.28681E-05  0.28109E-02  0.28109E-02
  332    2    0.0449   26.7538   11.2031   34.7937  3.428230  3.399010  0.00000E+00  0.89895E-07  0.88297E-04  0.88297E-04
  333    2    0.0449  -11.5614   43.1713    6.9231  3.428230  3.399010  0.00000E+00  0.98163E-05  0.96271E-02  0.96271E-02
  334    2    0.0449   -6.7742   44.4155   -4.0969  3.428230  3.399010  0.00000E+00  0.31780E-04  0.31157E-01  0.31157E-01
  335    2    0.0449  -18.9927   30.6899  -27.3171  3.428230  3.399010  0.00000E+00  0.11041E-03  0.10828E+00  0.10828E+00
  336    2    0.0449   35.0950   -8.0786   27.3105  3.428230  3.399010  0.00000E+00  0.45323E-06  0.44414E-03  0.44414E-03
  337    2    0.0449   -4.7778   40.1290   20.5050  3.428230  3.399010  0.00000E+00  0.13985E-05  0.13720E-02  0.13720E-02
  338    2    0.0449  -15.7785   35.1895   23.5513  3.428230  3.399010  0.00000E+00  0.86483E-06  0.84830E-03  0.84830E-03
  339    2    0.0449  -23.6696   31.6282   22.3273  3.428230  3.399010  0.00000E+00  0.10310E-05  0.10106E-02  0.10106E-02
  340    2    0.0449   -2.1261  -30.9438  -33.3629  3.428230  3.399010  0.00000E+00  0.10754E-03  0.10563E+00  0.10563E+00
  341    2    0.0449  -31.2127  -13.6034  -29.9535  3.428230  3.399010  0.00000E+00  0.11295E-03  0.11082E+00  0.11082E+00
  342    2    0.0449   35.6457  -25.4888  -12.4558  3.428230  3.399010  0.00000E+00  0.46811E-04  0.45957E-01  0.45957E-01
  343    2    0.0449   18.3689   33.5097  -24.2833  3.428230  3.399010  0.00000E+00  0.98208E-04  0.96319E-01  0.96319E-01
  344    2    0.0449  -14.2124   23.9444   35.8862  3.428230  3.399010  0.00000E+00  0.83187E-07  0.81179E-04  0.81179E-04
  345    2    0.0449  -33.5995   15.1844  -26.3785  3.428230  3.399010  0.00000E+00  0.10181E-03  0.99881E-01  0.99881E-01
  346    2    0.0449   21.5457   39.0826   -8.1650  3.428230  3.399010  0.00000E+00  0.38968E-04  0.38227E-01  0.38227E-01
  347    2    0.0449  -25.7717  -30.2052  -21.6091  3.428230  3.399010  0.00000E+00  0.92054E-04  0.90262E-01  0.90262E-01
  348    2    0.0449  -38.5781  -11.5996  -20.7348  3.428230  3.399010  0.00000E+00  0.83313E-04  0.81721E-01  0.81721E-01
  349    2    0.0449    4.9284   23.7440  -38.3535  3.428230  3.399010  0.00000E+00  0.13545E-03  0.13295E+00  0.13295E+00
  350    2    0.0449    8.5180   26.7434  -35.9675  3.428230  3.399010  0.00000E+00  0.11081E-03  0.10888E+00  0.10888E+00
  351    2    0.0449   21.9123   39.4951    5.4611  3.428230  3.399010  0.00000E+00  0.10396E-04  0.10201E-01  0.10201E-01
  352    2    0.0449   25.8948  -23.4237   29.0404  3.428230  3.399010  0.00000E+00  0.30920E-06  0.30322E-03  0.30322E-03
  353    2    0.0449  -39.3094    9.7176  -20.5064  3.428230  3.399010  0.00000E+00  0.78143E-04  0.76675E-01  0.76675E-01
  354    2    0.0449  -20.4459  -39.5785    8.8511  3.428230  3.399010  0.00000E+00  0.71849E-05  0.70489E-02  0.70489E-02
  355    2    0.0449   29.2143    8.8321   33.3405  3.428230  3.399010  0.00000E+00  0.15065E-06  0.14724E-03  0.14724E-03
  356    2    0.0449   -2.3181  -45.1049    4.0695  3.428230  3.399010  0.00000E+00  0.12954E-04  0.12708E-01  0.12708E-01
  357    2    0.0449   15.8036  -41.9363    7.6084  3.428230  3.399010  0.00000E+00  0.82253E-05  0.80715E-02  0.80715E-02
  358    2    0.0449    1.4673  -42.4041   16.1436  3.428230  3.399010  0.00000E+00  0.26835E-05  0.26325E-02  0.26325E-02
  359    2    0.0449   33.2176  -29.1171    8.8574  3.428230  3.399010  0.00000E+00  0.81523E-05  0.79932E-02  0.79932E-02
  360    2    0.0449  -29.4459  -34.4462   -4.8625  3.428230  3.399010  0.00000E+00  0.27202E-04  0.26704E-01  0.26704E-01
  361    2    0.0449  -14.5858  -41.4237   11.4322  3.428230  3.399010  0.00000E+00  0.52419E-05  0.51415E-02  0.51415E-02
  362    2    0.0449    5.5916  -18.2845  -40.9683  3.428230  3.399010  0.00000E+00  0.16275E-03  0.15958E+00  0.15958E+00
  363    2    0.0449  -42.2089   -8.9802  -13.7285  3.428230  3.399010  0.00000E+00  0.58979E-04  0.57844E-01  0.57844E-01
  364    2    0.0449   -9.7843  -43.8394   -7.1389  3.428230  3.399010  0.00000E+00  0.33970E-04  0.33337E-01  0.33337E-01
  365    2    0.0449    1.9083   27.0208  -36.2825  3.428230  3.399010  0.00000E+00  0.14009E-03  0.13741E+00  0.13741E+00
  366    2    0.0449   30.3635   27.2957  -19.9932  3.428230  3.399010  0.00000E+00  0.72970E-04  0.71626E-01  0.71626E-01
  367    2    0.0449  -35.3073   28.4569   -3.6633  3.428230  3.399010  0.00000E+00  0.25566E-04  0.25090E-01  0.25090E-01
