 input file is 
10um-10nm-1000F.inp           
 input file comments follow:
*****************************************************
10um host, 100nm rim, 10nm Fe x 1000 FIXED
*****************************************************
 number of processors:
  11
 input parameters for run number 
    1
 number of spheres, volume size parameter:
 1002  0.45777E+02
 position file:
                                                            
 output file:
dat/700nm.dat                                               
 length, ref. indx. scale factors:
   0.009   1.000   1.000
 chiral factors:
  0.00000E+00  0.00000E+00
 scattering matrix directions based on incident frame
 automatic scattering angle calculation
 thetamin, thetamax:
      0.0    180.0
 phimin, phimax:
      0.0      0.0
 number scattering angles:
      181
 epsmie, epssoln, max number iterations:
  0.1000E-05  0.1000E-07 5000
 medium refractive index:
  1.0000  0.0000
 target euler rotation angles:
    0.0000    0.0000    0.0000
 far field kr, iterations/correction:
  0.1000E+09   20
 plane wave incidence
 fixed orientation calculations
 incident azimuth and polar angles:
     0.000     0.000
 common expansion epsilon:
  0.1000E-05
 scattering coefficients calculated, stored in file 
sc/700nm.sc.dat                                             
 calculation results for run 
    1
 sphere host   ka     x-x(host) y-y(host) z-z(host)  Re(m)     Im(m)      Qext         Qsca        Qabs         Qabs(V)
  564    2    0.0449   33.9084  -27.0711  -11.9856  3.428230  3.399010  0.00000E+00  0.59264E-04  0.58091E-01  0.58091E-01
  565    2    0.0449  -33.2986    3.4774   30.1943  3.428230  3.399010  0.00000E+00  0.24375E-06  0.23896E-03  0.23896E-03
  566    2    0.0449  -20.3189  -23.3301   33.2151  3.428230  3.399010  0.00000E+00  0.13381E-06  0.13140E-03  0.13140E-03
  567    2    0.0449   41.7179  -14.3227   11.9967  3.428230  3.399010  0.00000E+00  0.43393E-05  0.42591E-02  0.42591E-02
  568    2    0.0449   -8.0065  -24.4662   37.3606  3.428230  3.399010  0.00000E+00  0.65940E-07  0.64531E-04  0.64531E-04
  569    2    0.0449  -42.4190    8.4281  -14.0287  3.428230  3.399010  0.00000E+00  0.53770E-04  0.52773E-01  0.52773E-01
  570    2    0.0449    4.5311  -45.0472    1.3940  3.428230  3.399010  0.00000E+00  0.17606E-04  0.17269E-01  0.17269E-01
  571    2    0.0449   30.0993    3.4646  -33.6565  3.428230  3.399010  0.00000E+00  0.13088E-03  0.12837E+00  0.12837E+00
  572    2    0.0449   42.2744   12.7621  -10.8754  3.428230  3.399010  0.00000E+00  0.44156E-04  0.43333E-01  0.43333E-01
  573    2    0.0449   34.9666   15.1549   23.9561  3.428230  3.399010  0.00000E+00  0.85155E-06  0.83512E-03  0.83512E-03
  574    2    0.0449   42.7281    1.0520  -14.8330  3.428230  3.399010  0.00000E+00  0.64415E-04  0.63170E-01  0.63170E-01
  575    2    0.0449  -23.8885   34.4539   17.2577  3.428230  3.399010  0.00000E+00  0.23262E-05  0.22806E-02  0.22806E-02
  576    2    0.0449   -6.3086   -4.3594  -44.7800  3.428230  3.399010  0.00000E+00  0.14455E-03  0.14191E+00  0.14191E+00
  577    2    0.0449   17.5937  -10.7985   40.2030  3.428230  3.399010  0.00000E+00  0.48035E-07  0.46771E-04  0.46771E-04
  578    2    0.0449  -25.3001  -35.0652   14.0149  3.428230  3.399010  0.00000E+00  0.35775E-05  0.35084E-02  0.35084E-02
  579    2    0.0449   42.7766   -8.8797   12.0722  3.428230  3.399010  0.00000E+00  0.49043E-05  0.48100E-02  0.48100E-02
  580    2    0.0449   10.8528  -23.2062   37.1347  3.428230  3.399010  0.00000E+00  0.75685E-07  0.73855E-04  0.73855E-04
  581    2    0.0449   34.9762  -22.5056   17.1324  3.428230  3.399010  0.00000E+00  0.25812E-05  0.25311E-02  0.25311E-02
  582    2    0.0449   37.2973  -13.4115  -22.2451  3.428230  3.399010  0.00000E+00  0.80759E-04  0.79271E-01  0.79271E-01
  583    2    0.0449  -42.7610   12.6852    9.2178  3.428230  3.399010  0.00000E+00  0.65145E-05  0.63938E-02  0.63938E-02
  584    2    0.0449   16.8727  -38.9341   16.2056  3.428230  3.399010  0.00000E+00  0.26335E-05  0.25832E-02  0.25832E-02
  585    2    0.0449   11.8580  -14.3567   41.4806  3.428230  3.399010  0.00000E+00  0.17410E-07  0.17353E-04  0.17353E-04
  586    2    0.0449   -9.8934   29.5425  -32.9347  3.428230  3.399010  0.00000E+00  0.12367E-03  0.12135E+00  0.12135E+00
  587    2    0.0449   13.1379  -34.3923   26.4987  3.428230  3.399010  0.00000E+00  0.49735E-06  0.48781E-03  0.48781E-03
  588    2    0.0449  -27.9380  -34.1070   10.3966  3.428230  3.399010  0.00000E+00  0.61916E-05  0.60722E-02  0.60722E-02
  589    2    0.0449  -40.2110   12.4969  -16.8223  3.428230  3.399010  0.00000E+00  0.67518E-04  0.66236E-01  0.66236E-01
  590    2    0.0449  -15.4975   17.1865  -38.7788  3.428230  3.399010  0.00000E+00  0.16100E-03  0.15784E+00  0.15784E+00
  591    2    0.0449  -25.0227  -37.5183   -5.9462  3.428230  3.399010  0.00000E+00  0.30916E-04  0.30342E-01  0.30342E-01
  592    2    0.0449   -8.4178  -42.5707  -12.7081  3.428230  3.399010  0.00000E+00  0.57522E-04  0.56402E-01  0.56402E-01
  593    2    0.0449  -28.0860   17.5419  -30.9235  3.428230  3.399010  0.00000E+00  0.11965E-03  0.11737E+00  0.11737E+00
  594    2    0.0449  -39.4925  -21.4555   -5.2888  3.428230  3.399010  0.00000E+00  0.33142E-04  0.32500E-01  0.32500E-01
  595    2    0.0449  -24.4716   13.5097  -35.4636  3.428230  3.399010  0.00000E+00  0.14941E-03  0.14648E+00  0.14648E+00
  596    2    0.0449  -35.3569   26.8688    9.6748  3.428230  3.399010  0.00000E+00  0.63855E-05  0.62660E-02  0.62660E-02
  597    2    0.0449  -20.8609  -36.0652   17.3178  3.428230  3.399010  0.00000E+00  0.24510E-05  0.24030E-02  0.24030E-02
  598    2    0.0449  -13.5122  -14.8174  -40.6034  3.428230  3.399010  0.00000E+00  0.15245E-03  0.14954E+00  0.14954E+00
  599    2    0.0449  -25.6942   14.4593   34.0636  3.428230  3.399010  0.00000E+00  0.10142E-06  0.99495E-04  0.99495E-04
  600    2    0.0449   38.3104  -17.3391  -16.0321  3.428230  3.399010  0.00000E+00  0.75740E-04  0.74238E-01  0.74238E-01
  601    2    0.0449    3.8056   34.3587  -29.8776  3.428230  3.399010  0.00000E+00  0.93675E-04  0.92030E-01  0.92030E-01
  602    2    0.0449   20.6447   25.7342   31.1339  3.428230  3.399010  0.00000E+00  0.20801E-06  0.20420E-03  0.20420E-03
  603    2    0.0449  -20.7366  -13.3633   37.6859  3.428230  3.399010  0.00000E+00  0.33802E-07  0.33346E-04  0.33346E-04
  604    2    0.0449   10.8889    1.3790   43.7101  3.428230  3.399010  0.00000E+00  0.69262E-08  0.68943E-05  0.68943E-05
  605    2    0.0449   -7.3358   23.2452  -38.4057  3.428230  3.399010  0.00000E+00  0.12460E-03  0.12238E+00  0.12238E+00
  606    2    0.0449   23.5185  -29.4094   25.3165  3.428230  3.399010  0.00000E+00  0.61267E-06  0.60052E-03  0.60052E-03
  607    2    0.0449  -27.2063  -23.9331  -27.3447  3.428230  3.399010  0.00000E+00  0.10086E-03  0.98976E-01  0.98976E-01
  608    2    0.0449  -20.8305    5.8662  -39.5493  3.428230  3.399010  0.00000E+00  0.17063E-03  0.16723E+00  0.16723E+00
  609    2    0.0449   -7.4738  -35.2917   27.2063  3.428230  3.399010  0.00000E+00  0.46603E-06  0.45684E-03  0.45684E-03
  610    2    0.0449   42.4916  -14.5096   -5.0414  3.428230  3.399010  0.00000E+00  0.33552E-04  0.32896E-01  0.32896E-01
  611    2    0.0449   -2.4334  -28.0938  -35.3875  3.428230  3.399010  0.00000E+00  0.14018E-03  0.13749E+00  0.13749E+00
  612    2    0.0449   -6.9748  -29.9338  -33.3375  3.428230  3.399010  0.00000E+00  0.12413E-03  0.12181E+00  0.12181E+00
  613    2    0.0449  -20.3776  -35.2850  -20.0930  3.428230  3.399010  0.00000E+00  0.74654E-04  0.73269E-01  0.73269E-01
  614    2    0.0449   -6.3007   40.2848  -19.7037  3.428230  3.399010  0.00000E+00  0.80642E-04  0.79098E-01  0.79098E-01
  615    2    0.0449  -41.4559  -13.5095  -12.7135  3.428230  3.399010  0.00000E+00  0.51329E-04  0.50364E-01  0.50364E-01
  616    2    0.0449   32.9020   -2.3862   31.2389  3.428230  3.399010  0.00000E+00  0.19962E-06  0.19582E-03  0.19582E-03
  617    2    0.0449   11.7829  -43.4660   -5.3027  3.428230  3.399010  0.00000E+00  0.31637E-04  0.31034E-01  0.31034E-01
  618    2    0.0449   36.8718   11.0649   24.1011  3.428230  3.399010  0.00000E+00  0.74717E-06  0.73312E-03  0.73312E-03
  619    2    0.0449  -11.6429   40.7149  -15.4972  3.428230  3.399010  0.00000E+00  0.71574E-04  0.70163E-01  0.70163E-01
  620    2    0.0449    2.2434  -28.9278  -35.0899  3.428230  3.399010  0.00000E+00  0.11328E-03  0.11127E+00  0.11127E+00
  621    2    0.0449  -40.8153   -1.8751   20.0721  3.428230  3.399010  0.00000E+00  0.14117E-05  0.13852E-02  0.13852E-02
  622    2    0.0449   33.9024  -14.2332  -26.3152  3.428230  3.399010  0.00000E+00  0.10998E-03  0.10784E+00  0.10784E+00
  623    2    0.0449   23.2360   -4.4738  -38.5296  3.428230  3.399010  0.00000E+00  0.15417E-03  0.15119E+00  0.15119E+00
  624    2    0.0449   31.7735    6.3858   31.9424  3.428230  3.399010  0.00000E+00  0.17537E-06  0.17177E-03  0.17177E-03
  625    2    0.0449  -23.5072    1.3887   39.0156  3.428230  3.399010  0.00000E+00  0.35906E-07  0.35304E-04  0.35304E-04
  626    2    0.0449  -39.9583  -19.7496   -9.3706  3.428230  3.399010  0.00000E+00  0.38562E-04  0.37856E-01  0.37856E-01
  627    2    0.0449   -2.9390  -43.7775   12.2745  3.428230  3.399010  0.00000E+00  0.43630E-05  0.42816E-02  0.42816E-02
  628    2    0.0449   24.1745   31.3401   22.3765  3.428230  3.399010  0.00000E+00  0.99153E-06  0.97236E-03  0.97236E-03
  629    2    0.0449  -32.0158  -26.0773   18.5839  3.428230  3.399010  0.00000E+00  0.19228E-05  0.18859E-02  0.18859E-02
  630    2    0.0449   -6.7664   42.3982   13.2526  3.428230  3.399010  0.00000E+00  0.46026E-05  0.45104E-02  0.45104E-02
  631    2    0.0449  -26.2359  -22.2801   29.8945  3.428230  3.399010  0.00000E+00  0.25235E-06  0.24724E-03  0.24724E-03
  632    2    0.0449  -31.7015  -30.3463   10.6782  3.428230  3.399010  0.00000E+00  0.62592E-05  0.61363E-02  0.61363E-02
  633    2    0.0449  -27.5841  -34.2410  -10.1137  3.428230  3.399010  0.00000E+00  0.50664E-04  0.49669E-01  0.49669E-01
  634    2    0.0449   40.9539   18.8222   -2.8655  3.428230  3.399010  0.00000E+00  0.28021E-04  0.27472E-01  0.27472E-01
  635    2    0.0449  -28.5589   28.5220   20.4403  3.428230  3.399010  0.00000E+00  0.14432E-05  0.14152E-02  0.14152E-02
  636    2    0.0449  -25.1722   17.8621  -32.9717  3.428230  3.399010  0.00000E+00  0.13935E-03  0.13662E+00  0.13662E+00
  637    2    0.0449    8.8896   43.8863    7.6257  3.428230  3.399010  0.00000E+00  0.83281E-05  0.81714E-02  0.81714E-02
  638    2    0.0449  -10.5806   44.1255   -0.8596  3.428230  3.399010  0.00000E+00  0.21040E-04  0.20639E-01  0.20639E-01
  639    2    0.0449   26.9707   20.3816  -29.9786  3.428230  3.399010  0.00000E+00  0.12642E-03  0.12395E+00  0.12395E+00
  640    2    0.0449    2.0195  -41.6177   18.6927  3.428230  3.399010  0.00000E+00  0.16803E-05  0.16495E-02  0.16495E-02
  641    2    0.0449   -5.3710   14.8416   42.5844  3.428230  3.399010  0.00000E+00  0.19661E-07  0.19598E-04  0.19598E-04
  642    2    0.0449  -22.1283   -4.8764   39.3477  3.428230  3.399010  0.00000E+00  0.38945E-07  0.37824E-04  0.37824E-04
  643    2    0.0449  -18.0310   27.7632  -30.6172  3.428230  3.399010  0.00000E+00  0.13506E-03  0.13239E+00  0.13239E+00
  644    2    0.0449  -36.4764    9.9677   25.1541  3.428230  3.399010  0.00000E+00  0.62729E-06  0.61536E-03  0.61536E-03
  645    2    0.0449  -34.3454    8.3255   28.3502  3.428230  3.399010  0.00000E+00  0.34861E-06  0.34226E-03  0.34226E-03
  646    2    0.0449  -30.6673   32.8870   -3.4161  3.428230  3.399010  0.00000E+00  0.30161E-04  0.29568E-01  0.29568E-01
  647    2    0.0449    1.6340   37.6484   25.1514  3.428230  3.399010  0.00000E+00  0.64530E-06  0.63284E-03  0.63284E-03
  648    2    0.0449   24.8268  -27.4204   26.0935  3.428230  3.399010  0.00000E+00  0.53972E-06  0.52917E-03  0.52917E-03
  649    2    0.0449   13.8349  -42.6951    2.8725  3.428230  3.399010  0.00000E+00  0.16715E-04  0.16387E-01  0.16387E-01
  650    2    0.0449   14.5052  -17.0856   39.2833  3.428230  3.399010  0.00000E+00  0.27193E-07  0.26508E-04  0.26508E-04
  651    2    0.0449  -38.2486   -2.0647  -23.8085  3.428230  3.399010  0.00000E+00  0.10614E-03  0.10404E+00  0.10404E+00
  652    2    0.0449  -31.6541   32.6560    1.0471  3.428230  3.399010  0.00000E+00  0.16619E-04  0.16309E-01  0.16309E-01
  653    2    0.0449   -3.4220   29.0394  -34.3977  3.428230  3.399010  0.00000E+00  0.14629E-03  0.14338E+00  0.14338E+00
  654    2    0.0449   32.6792   13.9276  -28.1655  3.428230  3.399010  0.00000E+00  0.10812E-03  0.10607E+00  0.10607E+00
  655    2    0.0449   30.5447   -2.2212  -33.8063  3.428230  3.399010  0.00000E+00  0.10578E-03  0.10391E+00  0.10391E+00
  656    2    0.0449   32.8695  -29.1801   11.4534  3.428230  3.399010  0.00000E+00  0.51393E-05  0.50402E-02  0.50402E-02
  657    2    0.0449  -41.1626   12.5876   14.3428  3.428230  3.399010  0.00000E+00  0.35275E-05  0.34597E-02  0.34597E-02
  658    2    0.0449  -39.1134   -7.4327   21.8243  3.428230  3.399010  0.00000E+00  0.11093E-05  0.10880E-02  0.10880E-02
  659    2    0.0449   18.7637   40.5626   -6.2655  3.428230  3.399010  0.00000E+00  0.37877E-04  0.37136E-01  0.37136E-01
  660    2    0.0449    6.1023   25.2222   37.0446  3.428230  3.399010  0.00000E+00  0.74728E-07  0.73283E-04  0.73283E-04
  661    2    0.0449  -38.6658   -7.0129  -23.0575  3.428230  3.399010  0.00000E+00  0.78118E-04  0.76709E-01  0.76709E-01
  662    2    0.0449    0.5757   20.2291   40.7520  3.428230  3.399010  0.00000E+00  0.35416E-07  0.34219E-04  0.34219E-04
  663    2    0.0449  -17.5102  -34.9184   23.4288  3.428230  3.399010  0.00000E+00  0.80520E-06  0.79048E-03  0.79048E-03
  664    2    0.0449    8.5731  -44.0653    6.5850  3.428230  3.399010  0.00000E+00  0.96277E-05  0.94459E-02  0.94459E-02
  665    2    0.0449  -39.6297   21.2498    5.9238  3.428230  3.399010  0.00000E+00  0.10479E-04  0.10278E-01  0.10278E-01
  666    2    0.0449   -2.5553  -12.0255  -43.9860  3.428230  3.399010  0.00000E+00  0.12768E-03  0.12548E+00  0.12548E+00
  667    2    0.0449   12.4841  -43.3285    6.2976  3.428230  3.399010  0.00000E+00  0.93123E-05  0.91390E-02  0.91390E-02
  668    2    0.0449  -26.3454   -0.4648   36.8619  3.428230  3.399010  0.00000E+00  0.62709E-07  0.61631E-04  0.61631E-04
  669    2    0.0449   -8.5715    0.8274  -44.7337  3.428230  3.399010  0.00000E+00  0.13312E-03  0.13077E+00  0.13077E+00
  670    2    0.0449  -17.9267   -0.8281   41.6675  3.428230  3.399010  0.00000E+00  0.37506E-07  0.36408E-04  0.36408E-04
  671    2    0.0449  -12.2865   43.0404   -7.1880  3.428230  3.399010  0.00000E+00  0.36980E-04  0.36275E-01  0.36275E-01
  672    2    0.0449  -32.2201  -30.5404    8.6367  3.428230  3.399010  0.00000E+00  0.79742E-05  0.78200E-02  0.78200E-02
  673    2    0.0449    9.3413   35.9670   25.8356  3.428230  3.399010  0.00000E+00  0.56510E-06  0.55417E-03  0.55417E-03
  674    2    0.0449    8.0941   44.3121   -5.4386  3.428230  3.399010  0.00000E+00  0.31560E-04  0.30961E-01  0.30961E-01
  675    2    0.0449   29.5307    4.5791  -33.8552  3.428230  3.399010  0.00000E+00  0.14316E-03  0.14034E+00  0.14034E+00
  676    2    0.0449   38.9191   -5.9427   22.8380  3.428230  3.399010  0.00000E+00  0.90263E-06  0.88568E-03  0.88568E-03
  677    2    0.0449  -37.8523  -23.1562   10.2230  3.428230  3.399010  0.00000E+00  0.57588E-05  0.56509E-02  0.56509E-02
  678    2    0.0449    7.3625  -43.4311  -11.8416  3.428230  3.399010  0.00000E+00  0.43985E-04  0.43186E-01  0.43186E-01
  679    2    0.0449   24.1950  -33.4748   18.8194  3.428230  3.399010  0.00000E+00  0.17941E-05  0.17599E-02  0.17599E-02
  680    2    0.0449  -11.8262    1.1127   43.7415  3.428230  3.399010  0.00000E+00  0.41110E-07  0.39811E-04  0.39811E-04
  681    2    0.0449   -4.4101  -41.4871   17.8569  3.428230  3.399010  0.00000E+00  0.20802E-05  0.20402E-02  0.20402E-02
  682    2    0.0449   15.4006  -25.6182   34.3002  3.428230  3.399010  0.00000E+00  0.10830E-06  0.10601E-03  0.10601E-03
  683    2    0.0449   42.0274   -4.1402  -16.6651  3.428230  3.399010  0.00000E+00  0.64664E-04  0.63451E-01  0.63451E-01
  684    2    0.0449  -41.6401  -16.5352    7.0441  3.428230  3.399010  0.00000E+00  0.91919E-05  0.90166E-02  0.90166E-02
  685    2    0.0449  -15.0576   42.4788   -1.4135  3.428230  3.399010  0.00000E+00  0.25122E-04  0.24629E-01  0.24629E-01
  686    2    0.0449  -36.4850   19.7743  -19.0600  3.428230  3.399010  0.00000E+00  0.63402E-04  0.62278E-01  0.62278E-01
  687    2    0.0449   22.0578   23.4687   31.7363  3.428230  3.399010  0.00000E+00  0.19697E-06  0.19297E-03  0.19297E-03
  688    2    0.0449   17.3697  -30.1296  -29.1090  3.428230  3.399010  0.00000E+00  0.10986E-03  0.10779E+00  0.10779E+00
  689    2    0.0449   37.2908   14.3753  -21.7222  3.428230  3.399010  0.00000E+00  0.77295E-04  0.75878E-01  0.75878E-01
  690    2    0.0449   37.7945   17.3635   17.1341  3.428230  3.399010  0.00000E+00  0.25670E-05  0.25165E-02  0.25165E-02
  691    2    0.0449  -24.7028    9.4155   37.0601  3.428230  3.399010  0.00000E+00  0.52297E-07  0.51365E-04  0.51365E-04
  692    2    0.0449   16.4136  -31.2127  -28.8893  3.428230  3.399010  0.00000E+00  0.93871E-04  0.92193E-01  0.92193E-01
  693    2    0.0449  -16.7237  -16.2081  -38.8608  3.428230  3.399010  0.00000E+00  0.14505E-03  0.14230E+00  0.14230E+00
  694    2    0.0449  -30.7367   33.3778    2.2720  3.428230  3.399010  0.00000E+00  0.15105E-04  0.14818E-01  0.14818E-01
  695    2    0.0449  -30.7582   18.0848   27.5729  3.428230  3.399010  0.00000E+00  0.42311E-06  0.41507E-03  0.41507E-03
  696    2    0.0449   27.5021   35.5599   -4.6244  3.428230  3.399010  0.00000E+00  0.32293E-04  0.31664E-01  0.31664E-01
  697    2    0.0449   22.0738   38.8006    5.7041  3.428230  3.399010  0.00000E+00  0.12108E-04  0.11871E-01  0.11871E-01
  698    2    0.0449  -18.6111   24.5891   33.5144  3.428230  3.399010  0.00000E+00  0.12127E-06  0.11917E-03  0.11917E-03
  699    2    0.0449    4.5347   29.8809   33.9640  3.428230  3.399010  0.00000E+00  0.12041E-06  0.11769E-03  0.11769E-03
  700    2    0.0449  -20.5100   29.2958   27.9840  3.428230  3.399010  0.00000E+00  0.37038E-06  0.36345E-03  0.36345E-03
  701    2    0.0449    4.6122   42.3932  -15.5405  3.428230  3.399010  0.00000E+00  0.61453E-04  0.60292E-01  0.60292E-01
  702    2    0.0449   31.0688    2.4347   32.6160  3.428230  3.399010  0.00000E+00  0.15001E-06  0.14716E-03  0.14716E-03
  703    2    0.0449   29.2007  -12.0256   32.4897  3.428230  3.399010  0.00000E+00  0.14848E-06  0.14575E-03  0.14575E-03
  704    2    0.0449   36.5238  -19.9538  -18.3133  3.428230  3.399010  0.00000E+00  0.67598E-04  0.66342E-01  0.66342E-01
  705    2    0.0449   -2.3305    2.5357   45.2749  3.428230  3.399010  0.00000E+00  0.20024E-06  0.19510E-03  0.19510E-03
  706    2    0.0449    5.3173    7.4672  -44.2080  3.428230  3.399010  0.00000E+00  0.18046E-03  0.17691E+00  0.17691E+00
  707    2    0.0449   -0.0113   42.9028  -13.7515  3.428230  3.399010  0.00000E+00  0.65493E-04  0.64198E-01  0.64198E-01
  708    2    0.0449   -1.6099   -2.7246  -45.4510  3.428230  3.399010  0.00000E+00  0.13410E-03  0.13176E+00  0.13176E+00
  709    2    0.0449  -19.8503  -21.4982   34.8450  3.428230  3.399010  0.00000E+00  0.87639E-07  0.86047E-04  0.86047E-04
  710    2    0.0449   20.2950  -11.6116  -38.8449  3.428230  3.399010  0.00000E+00  0.14103E-03  0.13838E+00  0.13838E+00
  711    2    0.0449   27.1241   32.3779  -16.7464  3.428230  3.399010  0.00000E+00  0.63470E-04  0.62287E-01  0.62287E-01
  712    2    0.0449  -21.1337   23.4267   32.5216  3.428230  3.399010  0.00000E+00  0.14662E-06  0.14380E-03  0.14380E-03
  713    2    0.0449    8.8612   35.8360  -26.4823  3.428230  3.399010  0.00000E+00  0.95894E-04  0.94113E-01  0.94113E-01
  714    2    0.0449  -38.8025  -22.2542   -6.7735  3.428230  3.399010  0.00000E+00  0.37589E-04  0.36861E-01  0.36861E-01
  715    2    0.0449   21.9239  -39.5098   -0.6548  3.428230  3.399010  0.00000E+00  0.22603E-04  0.22163E-01  0.22163E-01
  716    2    0.0449   17.1734  -24.1653   34.0226  3.428230  3.399010  0.00000E+00  0.10851E-06  0.10637E-03  0.10637E-03
  717    2    0.0449  -16.3786  -17.6154  -38.1189  3.428230  3.399010  0.00000E+00  0.16595E-03  0.16265E+00  0.16265E+00
  718    2    0.0449  -11.6256   -8.0936   43.2673  3.428230  3.399010  0.00000E+00  0.22626E-07  0.21787E-04  0.21787E-04
  719    2    0.0449   19.1942    3.5587  -40.5833  3.428230  3.399010  0.00000E+00  0.17800E-03  0.17442E+00  0.17442E+00
  720    2    0.0449  -28.0727   32.8209   14.7008  3.428230  3.399010  0.00000E+00  0.30614E-05  0.30040E-02  0.30040E-02
  721    2    0.0449   27.9982    5.1631  -35.0793  3.428230  3.399010  0.00000E+00  0.14599E-03  0.14313E+00  0.14313E+00
  722    2    0.0449  -34.0322    4.3179   29.6923  3.428230  3.399010  0.00000E+00  0.28096E-06  0.27537E-03  0.27537E-03
  723    2    0.0449    6.2478   37.7203  -24.5394  3.428230  3.399010  0.00000E+00  0.89316E-04  0.87655E-01  0.87655E-01
  724    2    0.0449   18.2187  -38.9551  -14.9664  3.428230  3.399010  0.00000E+00  0.54641E-04  0.53640E-01  0.53640E-01
  725    2    0.0449   43.7977    4.3605  -10.4392  3.428230  3.399010  0.00000E+00  0.49140E-04  0.48187E-01  0.48187E-01
  726    2    0.0449   27.9419  -24.8765  -26.0558  3.428230  3.399010  0.00000E+00  0.85802E-04  0.84267E-01  0.84267E-01
  727    2    0.0449    7.2749   20.5707   39.7920  3.428230  3.399010  0.00000E+00  0.20021E-07  0.19890E-04  0.19890E-04
  728    2    0.0449  -45.0777   -6.2895    0.3570  3.428230  3.399010  0.00000E+00  0.17584E-04  0.17258E-01  0.17258E-01
  729    2    0.0449  -42.1433   12.1102   11.4232  3.428230  3.399010  0.00000E+00  0.53901E-05  0.52865E-02  0.52865E-02
  730    2    0.0449   44.3234    4.2417   -8.7060  3.428230  3.399010  0.00000E+00  0.40530E-04  0.39760E-01  0.39760E-01
  731    2    0.0449  -15.6392   -5.8499   42.1371  3.428230  3.399010  0.00000E+00  0.65710E-08  0.65073E-05  0.65073E-05
  732    2    0.0449   19.4930   -9.6146  -39.9662  3.428230  3.399010  0.00000E+00  0.12779E-03  0.12549E+00  0.12549E+00
  733    2    0.0449  -13.2921   23.0102   36.4223  3.428230  3.399010  0.00000E+00  0.65045E-07  0.64086E-04  0.64086E-04
  734    2    0.0449  -22.8765  -37.8388    9.9479  3.428230  3.399010  0.00000E+00  0.64989E-05  0.63750E-02  0.63750E-02
  735    2    0.0449   -4.1627   44.9884   -1.0194  3.428230  3.399010  0.00000E+00  0.23370E-04  0.22913E-01  0.22913E-01
  736    2    0.0449  -40.8525   13.9380  -13.7055  3.428230  3.399010  0.00000E+00  0.58776E-04  0.57648E-01  0.57648E-01
  737    2    0.0449  -21.9441   -6.5125   39.0739  3.428230  3.399010  0.00000E+00  0.46683E-07  0.45371E-04  0.45371E-04
  738    2    0.0449  -10.2094   37.8102  -23.0348  3.428230  3.399010  0.00000E+00  0.84139E-04  0.82579E-01  0.82579E-01
  739    2    0.0449  -34.8739  -19.2697   21.1629  3.428230  3.399010  0.00000E+00  0.13253E-05  0.12996E-02  0.12996E-02
  740    2    0.0449  -41.9680   10.4662  -12.5373  3.428230  3.399010  0.00000E+00  0.61111E-04  0.59898E-01  0.59898E-01
  741    2    0.0449   24.1181    8.7468   37.6287  3.428230  3.399010  0.00000E+00  0.56280E-07  0.55086E-04  0.55086E-04
  742    2    0.0449   37.7697   -4.5943  -24.3187  3.428230  3.399010  0.00000E+00  0.10558E-03  0.10352E+00  0.10352E+00
  743    2    0.0449   21.9000  -25.9024  -29.9477  3.428230  3.399010  0.00000E+00  0.12127E-03  0.11893E+00  0.11893E+00
  744    2    0.0449  -44.8566   -0.2176   -5.7290  3.428230  3.399010  0.00000E+00  0.34900E-04  0.34221E-01  0.34221E-01
  745    2    0.0449  -26.6525   34.3408  -11.6344  3.428230  3.399010  0.00000E+00  0.58133E-04  0.56983E-01  0.56983E-01
  746    2    0.0449  -42.8186  -12.2636   -9.0127  3.428230  3.399010  0.00000E+00  0.39742E-04  0.39000E-01  0.39000E-01
  747    2    0.0449   38.5719  -22.4045   -6.3939  3.428230  3.399010  0.00000E+00  0.39106E-04  0.38333E-01  0.38333E-01
  748    2    0.0449   30.4281   15.3432  -29.6195  3.428230  3.399010  0.00000E+00  0.12732E-03  0.12482E+00  0.12482E+00
  749    2    0.0449  -33.1184  -24.5952   18.4211  3.428230  3.399010  0.00000E+00  0.20280E-05  0.19886E-02  0.19886E-02
  750    2    0.0449   15.7724  -42.3576    4.9851  3.428230  3.399010  0.00000E+00  0.11067E-04  0.10861E-01  0.10861E-01
  751    2    0.0449  -28.3897   26.7909  -22.9587  3.428230  3.399010  0.00000E+00  0.92739E-04  0.90962E-01  0.90962E-01
  752    2    0.0449  -10.7480  -20.3027  -39.1949  3.428230  3.399010  0.00000E+00  0.13193E-03  0.12950E+00  0.12950E+00
  753    2    0.0449   36.1091   22.6770  -14.8450  3.428230  3.399010  0.00000E+00  0.67397E-04  0.66075E-01  0.66075E-01
  754    2    0.0449   10.1768  -15.7711  -41.1797  3.428230  3.399010  0.00000E+00  0.15787E-03  0.15485E+00  0.15485E+00
  755    2    0.0449   -0.2751   -2.1249   45.3504  3.428230  3.399010  0.00000E+00  0.89636E-06  0.89147E-03  0.89147E-03
  756    2    0.0449  -14.0181   34.3765   26.1381  3.428230  3.399010  0.00000E+00  0.51874E-06  0.50890E-03  0.50890E-03
  757    2    0.0449   33.1790   -8.0227  -30.2029  3.428230  3.399010  0.00000E+00  0.97862E-04  0.96127E-01  0.96127E-01
  758    2    0.0449   42.0192   -8.4896  -13.5725  3.428230  3.399010  0.00000E+00  0.66113E-04  0.64803E-01  0.64803E-01
  759    2    0.0449   27.1388   18.9845  -31.1980  3.428230  3.399010  0.00000E+00  0.10506E-03  0.10315E+00  0.10315E+00
